movie_id,composer
1301106,Nick Barkow
1301106,诺夫·舒贝尔
1301106,Ruth Toma
2124724,杜致朗
2124724,周杰伦
1433990,Ronni Kern
1293013,罗兰·艾默里奇
1293013,迪安·德夫林
2051007,斯蒂芬·科洛弗
1307694,麦兆辉
1307694,庄文强
1885124,布鲁斯·乔伊·罗宾
1885124,奥黛丽·尼芬格
1308843,Jeff Vintar
1308843,阿齐瓦·高斯曼
1308843,艾萨克·阿西莫夫
1306664,李无影
1306664,金炫锡
1306664,朴赞郁
1306664,朴相彦
1297880,阿城
1297880,谢晋
2044089,马丁·麦克唐纳
6386345,彭浩翔
6386345,陆以心
1293315,郑忠泰
1293315,吴文辉
4230918,刘英雅
1301746,大卫·马梅
1301746,斯蒂文·泽里安
1301746,Thomas Harris
1295045,安东尼·明格拉
1295045,派翠西亚·海史密斯
3660428,中村义洋
3660428,林民夫
3660428,伊坂幸太郎
3660428,铃木谦一
1294183,托比·艾默里奇
1307542,Nicholas Griffin
1307542,泰德·格里芬
1292529,艾萨克·阿西莫夫
1292529,Robert Silverberg
1292529,尼古拉斯·卡赞
3071441,奉俊昊
3071441,凯利·玛斯特森
3071441,雅克·勒布
3071441,本杰明·罗格朗
3071441,让-马克·罗切特
4164444,西蒙·博福伊
4164444,丹尼·博伊尔
4164444,阿龙·罗尔斯顿
1441238,罗恩·内斯万尼尔
1441238,威廉·萨默塞特·毛姆
1297223,王晶
3430271,Sherry Horman
3430271,Smita Bhide
3430271,Waris Dirie
3041749,柯克·琼斯
3041749,Massimo De Rita
3041749,托尼诺·格拉
3041749,朱塞佩·托纳多雷
1292048,克日什托夫·基耶斯洛夫斯基
1292048,Edward Zebrowski
1292048,Slawomir Idziak
1292288,赫尔曼.曼切维兹
1292288,奥逊·威尔斯
1292267,道格拉斯·亚当斯
1292267,凯瑞·柯克帕特里克
2146991,伊伦·克鲁格
2146991,罗伯托·奥奇
2146991,艾里克斯·库兹曼
1291584,昆汀·塔伦蒂诺
1291584,乌玛·瑟曼
1308833,金基德
2124703,崔斯韦
2124703,邢爱娜
2124703,王红卫
2124703,王要
2124703,周智勇
2124703,岳小军
2124703,张承
1421809,朱天文
1421809,侯孝贤
3269068,彼得·贝恩汉姆
3269068,罗伯特·斯密戈尔
3269068,托德·杜伦
3269068,凯文·哈格曼
3269068,丹·哈格曼
1329936,劳文生
1329936,谷德昭
1329936,周星驰
1295873,阿道夫·弗兰奇
1295873,塞萨·柴伐蒂尼
1295873,杰拉尔多·圭列里
1295873,苏索·切基·达米科
1295873,维托里奥·德·西卡
1295873,奥雷斯特·比安科利
1981242,伍迪·艾伦
1300282,约瑟夫·鲁斯纳克
1300282,Daniel F. Galouye
1293708,Frank Cottrell Boyce
3737102,钮承泽
3737102,曾莉婷
1293838,乔治·卢卡斯
6890730,梁乐民
6890730,陆剑青
2982823,原惠一
2982823,木暮正夫
19945757,Umesh Shukla
19945757,Bhavesh Mandalia
1322848,斯坦利·库布里克
1322848,特里·索泽恩
1322848,彼得·乔治
1292268,马丁·斯科塞斯
1292268,尼古拉斯·派勒吉
1291868,让-雅克·阿诺
1291868,Gérard Brach
1291868,玛格丽特·杜拉斯
11525673,韦斯·安德森
11525673,雨果·吉尼斯
25798222,张冀
4202982,珍妮弗·李
4202982,克里斯·巴克
4746257,克里斯托弗·麦奎里
4746257,杰斯·巴特沃斯
4746257,约翰-亨利·巴特沃斯
4746257,樱坂洋
25807345,詹姆斯·沃德·布柯特
25807345,亚历克斯·马努吉安
3804891,述平
3804891,邢爱娜
3804891,崔斯韦
3804891,王红卫
3804891,尚可
3804891,宁浩
6722879,斯派克·琼斯
10485647,西蒙·金伯格
10485647,简·古德曼
10485647,马修·沃恩
21937445,杨宇硕
21937445,Hyeon-ho Yoon
2209575,理查德·林克莱特
21937452,金智慧
21937452,赵重勋
25750969,丹·吉尔罗伊
11606328,J·R·R·托尔金
11606328,弗兰·威尔士
11606328,菲利帕·鲍恩斯
11606328,彼得·杰克逊
11606328,吉尔莫·德尔·托罗
2133323,史帝文·康拉德
2133323,詹姆斯·瑟伯
24879820,申东益
24879820,洪允贞
24879820,董熹璇
24879820,黄东赫
24741412,矢口史靖
24741412,三浦紫苑
6985803,让-皮埃尔·热内
6985803,吉罗姆·洛朗
6985803,Reif Larsen
4116480,比利·雷
4116480,理查德·菲利普
4116480,斯蒂芬·泰尔利
6803494,皮特·摩根
10571509,是枝裕和
1292553,克劳德·吉迪
1292553,Simon Michaël
1292326,吕克·贝松
1292326,毕比·纳西利
1433577,伍迪·艾伦
1292371,岩井俊二
6776051,拉里·克莱默
1920796,理查德·拉·格拉文斯
1920796,斯蒂芬·罗杰斯
25745651,泽维尔·多兰
1291839,汉普顿·范彻
1291839,大卫·韦伯·皮普尔斯
25858604,罗丝·博斯
1292229,戴维·韦罗兹
1292229,理查德·卢特考斯基
1292229,奥利佛·斯通
1292229,昆汀·塔伦蒂诺
5318669,张家鲁
5318669,程孝泽
2969282,Grant Nieporte
3023164,斯蒂文·泽里安
3023164,艾伦·索金
1294362,乔治·卢卡斯
4066125,胡安·何塞·坎帕内利亚
4066125,Eduardo Sacheri
1892578,荻上直子
1297995,琳达·伍尔芙顿
1297995,罗杰·阿勒斯
1297995,布兰达∙查普曼
1297995,伯尼·马丁森
1297995,Brian Pimental
1297995,乔·兰福特
1297995,凯利·阿斯博瑞
1297995,克里斯·桑德斯
1297995,Kevin Harkey
1297995,Bruce Woodside
1297995,Tom Ellery
1297995,Robert Lence
3397503,A·R·拉曼
1295686,迈克尔·曼
1309078,乔治·卢卡斯
1300055,Gustav Hasford
1300055,Michael Herr
1300055,斯坦利·库布里克
1307856,黄建新
1307856,孙毅安
1296528,乔治·卢卡斯
1296528,劳伦斯·卡斯丹
1296528,利·布拉克特
3626372,查尔斯·波蒂斯
3626372,乔尔·科恩
3626372,伊桑·科恩
3036460,奉俊昊
3036460,朴恩乔
1307697,比尔·康顿
1307697,鲍勃·福斯
1307697,Fred Ebb
1307697,Maurine Dallas Watkins
6010171,冲浦启之
1292289,关皓月
1292289,张艾嘉
1292260,弗朗西斯·福特·科波拉
1292260,约翰·米利厄斯
1292260,Michael Herr
3077668,吕筱华
1850963,安野梦洋子
1850963,棚田由纪
3707070,泽维尔·多兰
1304056,恩斯特·马利斯卡
1297862,徐克
1297862,吴宇森
1298909,Jonathan Lemkin
1298909,托尼·吉尔罗伊
1450031,梅尔·吉布森
1450031,Farhad Safinia
1304972,姜帝圭
19955828,罗曼·波兰斯基
19955828,大卫·艾维斯
19955828,利奥波德·冯·萨赫-马索克
1296987,马歇尔·布瑞克曼
1296987,伍迪·艾伦
1299193,艾玛·汤普森
4913185,罗曼·波兰斯基
4913185,雅丝米娜·雷札
1293818,简·坎皮恩
1340517,克劳德·比诺多
1340517,达妮埃尔·汤普森
1309071,威廉·莫纳汉
3586725,李海准
1292895,陈嘉上
1292895,叶广俭
1292895,林纪陶
2361826,古泽良太
1306914,Robert Ramsey
1306914,Matthew Stone
1301025,Aleksandr Aleksandrov
1301025,谢尔盖·索洛维约夫
2033187,Brad Isaacs
21098725,埃米尔·拜加津
1300375,雅克·普莱维尔
1306019,Bibhutibhushan Bandyopadhyay
1306019,萨蒂亚吉特·雷伊
1306850,F.A.布拉贝克
1306850,Milos Macourek
1298944,吴念真
1776964,青木研次
1303388,H.M. Walker
1303388,Jean C. Havez
1303388,山姆·泰勒
1307898,胡金铨
1307898,王冲
1299067,让-皮埃尔·达内
1299067,吕克·达内
1300842,野田高梧
1300842,小津安二郎
1300352,克莱德·布鲁克曼
1300352,David Belasco
1300352,Jean C. Havez
1300352,Roi Cooper Megrue
4730796,Ciaran Creagh
1466403,让-皮埃尔·梅尔维尔
5153875,Nesrin Samdereli
1417545,朝间义隆
1417545,山田洋次
1293306,Veith von Fürstenberg
1293306,维姆·文德斯
1294139,严浩
1294139,孔良
1432669,Enrique Pineda Barnet
1432669,Yevgeni Yevtushenko
1294477,迈克·李
1300827,努里·比格·锡兰
1300955,阿尔贝托·莫拉维亚
1300955,贝纳尔多·贝托鲁奇
1299330,罗伯特·艾伦·奥瑟
1299330,鲍勃·福斯
5401681,李小龙
1305323,Angus MacPhail
1305323,赫伯特·乔治·威尔斯
1305323,H·G·威尔斯 H.G. Wells
1305323,John Baines
1305323,T.E.B. Clarke
1437023,维姆·文德斯
1298026,拉里·麦克穆特瑞
1298026,彼得·博格丹诺维奇
1305337,让-皮埃尔·达内
1305337,吕克·达内
1304204,比尔·普莱姆顿
1292597,卢卡斯·海勒
1292597,亨利·法瑞尔
1299433,Jean Guinée
1299433,Albert Riéra
1299433,让·维果
1298455,Monte Merrick
1424618,井手俊郎
1424618,田中澄江
1424618,川端康成
1424618,林芙美子
1302082,山田信夫
1298024,Naomi Wallace
1297767,唐书璇
1308607,王小棣
1308607,宋纮
19955955,亚历桑德罗·佐杜洛夫斯基
1294605,比利·怀德
1294605,Edwin Blum
1840265,三谷幸喜
1296043,Marty Kaplan
3228134,Daniel F. Galouye
3228134,Fritz Müller-Scherz
3228134,赖纳·维尔纳·法斯宾德
1299885,朱尔斯·达辛
1299885,Auguste Le Breton
1299885,René Wheeler
1296762,阿瑟·米勒
1401895,阿基·考里斯马基
1432631,Johannes W. Betz
1757925,奥德里奇·利普斯基
3136240,Tom Whalen
1293876,维姆·文德斯
1307971,沙叶新
1303471,阿巴斯·基亚罗斯塔米
1303463,Caroline Eliacheff
1303463,克劳德·夏布洛尔
1306848,培特尔·亚尔乔夫斯基
1305235,Hans Kyser
1305235,Gerhart Hauptmann
1300817,苏赫拉布·沙希德·萨利斯
1300034,黑泽明
1300034,Vladimir Arseniev
1300034,尤里·纳吉宾
1292536,伍迪·艾伦
1899630,Richard Alan Simmons
1899630,理查德·麦瑟森
1296659,查理·卓别林
1437410,迈克尔·哈内克
1437410,Johanna Teicht
1296338,让-吕克·戈达尔
2983255,多罗塔·肯杰尔扎沃斯卡
1301725,Israel Horovitz
1301725,伊斯特凡·萨博
1298317,Radha Bharadwaj
2269338,弗兰科·皮亚维奥利
1300347,Alistair MacLean
1292996,瓦勒里·科廷
1292996,巴瑞·莱文森
1303287,Walter Farley
1303287,梅丽莎·马西森
1296872,和田夏十
1464535,冯小宁
1469105,盖伊·特鲁斯佩尔
1422186,Ales Adamovich
1303521,阿巴斯·基亚罗斯塔米
1300522,让-吕克·戈达尔
1297200,丹·艾克罗伊德
1297200,约翰·兰迪斯
1422914,麦克·迈克高文
1298561,小林正树
1298561,松山善三
1298561,五味川纯平
1292681,Arnold Perl
1292681,斯派克·李
1306830,李少红
1306830,Xiao Mao
1294580,筒井智美
1294580,夏目漱石
1475239,杨·史云梅耶
1779498,丹尼尔·詹姆斯
1779498,约翰·卡尼
1467097,宋纮
1467097,王小棣
1478398,安诺斯·托马斯·延森
1299026,豪尔赫·森普伦
1299026,Vasilis Vasilikos
10455077,阿加莎·克里斯蒂
10455077,尼克·迪尔
1299830,史蒂文·索德伯格
1295268,Michaela Beck
1295268,维特·荷默
1962160,Artyom Melkumian
1962160,Oleg Negin
1303637,王童
1303571,费德里科·费里尼
1303571,恩尼奥·弗拉雅诺
1303571,图里奥·佩尼利
1303526,尼尔斯·塔维涅
1303526,克劳德·夏布洛尔
1292890,埃里克·安卜勒
1292890,Walter Lord
1296235,Karen Croner
1303357,阿尔文·萨金特
1303357,Joe David Brown
1297546,Mark Peploe
1297546,彼得•沃伦
25757182,雷孝慈
1303065,重森孝子
1401522,寺山修司
1401522,岸田理生
3095492,饭田健三郎
3095492,长谷川康夫
1401520,寺山修司
1293266,Anna Sewell
1293266,卡罗琳 汤普森 (Caroline Thompson (I))
1298497,利·布拉克特
1298497,朱尔斯·福瑟曼
1297622,多罗塔·肯杰尔扎沃斯卡
1303554,奥逊·威尔斯
1303554,弗兰茨·卡夫卡
3212291,哈维尔·费舍尔
1301594,保罗·奥斯特
1421309,埃里克·侯麦
1299042,路遥
1305607,李翰祥
1394495,宁瀛
1394495,宁岱
1293037,Joan Tewkesbury
1308510,雷蒙德·布里格斯
1897967,托马斯·沃瑞
1294297,尼克·霍恩比
1866433,让·奥朗什
1866433,Pierre Bost
1866433,Roger Peyrefitte
1299775,皮埃尔·保罗·帕索里尼
1868933,香特尔·阿克曼
1439463,彼得·沃特金
1292684,杰伊·普莱森·艾伦
1294418,比利·怀德
1294418,I·A·L·戴蒙德
1401368,Ladislaus Vajda
1401368,Joseph Fleisler
1297109,艾伦·帕克
1297109,弗兰克·麦考特
1297109,劳拉 琼斯 (Laura Jones (III))
1304405,池田忠雄 Tadao Ikeda
1304405,柳井隆雄 Takao Yanai
1304405,小津安二郎
3683594,小林政广
1299176,Pamela Gray
1306559,萨蒂亚吉特·雷伊
1858233,森田芳光
1307320,黄蜀芹
1307320,李子羽
1307320,宋国勋
1400649,罗兰·贝科夫
1400649,Vladimir Zheleznikov
1299608,本·赫克特
1299608,Seton I. Miller
1294746,山姆森·雷佛森
1293190,保罗·戴恩
1293190,盖伊·特鲁斯佩尔
1293190,约翰·勒·卡雷
1292768,约翰·卡索维茨
1904606,亚历山大·涅夫佐罗夫
14802605,Prakash Jha
14802605,Sagar Pandya
1303558,苏索·切基·达米科
1303558,帕斯夸莱·费斯达·康巴尼勒
1308097,亚历山大·罗戈日金
1295720,萨蒂亚吉特·雷伊
1298710,米歇尔·布朗
1298710,罗伯托·贝尼尼
1302815,费德里科·费里尼
1302815,贝纳迪诺·则伯尼
1304596,巴克迪亚·库唐纳扎洛夫
1304596,伊拉克里·柯维利卡泽
1302167,普皮·阿瓦蒂
1304749,阿基·考里斯马基
1307745,阿巴斯·基亚罗斯塔米
1294704,埃里克·奈特
1294704,雨果·巴特勒
1294287,塚公平
1298704,野田高梧
1298704,小津安二郎
1303573,依田义贤
1303573,八寻不二
1294627,约翰·欧文
1294627,马克·斯蒂文·约翰逊
1293219,Vernon Harris
1945628,Ben Simcoe
1308972,保罗·费格
4719384,桑弧
1298778,Tom Sierchio
1294754,基思·沃克
1294754,科瑞·布勒希曼
1295211,Jean C. Havez
1295211,克莱德·布鲁克曼
1295785,克洛德·果雷塔
1295785,Pascal Lainé
1293614,Tom Matthews
1296852,Jack Finney
1296852,James S. Henerson
1296674,Janusz Dymek
1296674,赖斯扎德·布加斯基
1293412,Aaron Mendelsohn
1293412,Kevin DiCicco
1293412,保罗·塔马西
1305032,Jo Eisinger
1303600,川口松太郎
1303600,依田义贤
3445575,阿斯哈·法哈蒂
1302338,丹尼尔·梅因沃林
1301013,Janet Roach
1301013,Kirk Ellis
1301013,Michael Fleming
1303877,达格·卡利
1306027,沃纳·赫尔佐格
1293525,约翰·卡索维茨
1302272,沃伊齐希·哈斯
1302272,Bruno Schulz
2000736,蒋迅
1483878,徐银华
3008143,Hassina Belkacem
3072172,Lynn Roth
3072172,Amos Oz
1293776,埃里克·侯麦
1301122,Marcel Achard
1301122,马克斯·奥菲尔斯
1296116,拉斯·冯·提尔
1296116,Niels Vørsel
1479945,Paul Fraser
1303566,卡尔·西奥多·德莱叶
1303566,Kaj Munk
5324771,让-克里斯托夫·罗歇
5324771,若泽·帕龙多
5324771,Lewis Trondheim
1298863,赖纳·维尔纳·法斯宾德
1296161,胡金铨
2082264,Ivan Fíla
2082264,Lubomír Feldek
3418199,杨·史云梅耶
1303638,刘镇伟
1300520,霍顿·福特
1292885,沃尔特·瑞奇
1292885,R.C. Sherriff
1299125,长谷部庆治
1299125,今村昌平
1419052,阳翰笙
1419052,沈浮
1295134,James Warner Bellah
1295134,Willis Goldbeck
1303740,Henry Bean
1293608,山姆森·雷佛森
1296369,格拉贝
1296369,Christopher Marlowe
1296369,杨·史云梅耶
6855109,Jorge Cham
1401347,河濑直美
1769033,杰克·伦敦
1769033,Jeanne Rosenberg
1758439,大卫·沃斯登克罗夫特
1477924,市川昆
1477924,石森史郎
1477924,Trish Ledoux
1477924,松本零士
1295759,西奥·安哲罗普洛斯
3004512,矢泽由美
3004512,长崎俊一
1303041,Enzo Monteleone
2001296,西奥·安哲罗普洛斯
2001296,托尼诺·格拉
2001296,Petros Markaris
2268267,Ilmar Raag
1307038,长谷部庆治
1307038,筱田正浩
1307038,水上勉
1302814,洛特·雷妮格
1416907,Tadeusz Kwiatkowski
1416907,Jan Potocki
1466243,朱塞佩·德·桑蒂斯
1466243,Corrado Alvaro
1466243,Basilio Franchina
1466243,埃里奥·贝多利
1466243,Gianni Puccini
1466243,Rodolfo Sonego
1466243,塞萨·柴伐蒂尼
1770980,Richard Rashke
1770980,雷金纳德·罗斯
1293624,Daniel Quinn
1293624,Gerald Di Pego
1473840,橋本忍
1473840,司马辽太郎
1299446,John Fusco
1437409,迈克尔·哈内克
1416877,Anders Nyberg
1416877,Ola Olsson
1303553,哈罗德·品特
1304953,Andre Gregory
1304953,华莱士·肖恩
1768214,阿加莎·克里斯蒂
1768214,Philomena McDonagh
1441039,松山善三
1441039,小林正树
1441039,五味川纯平
1441039,稻垣公一
1297226,比尔·康顿
1486017,Ladislav Fuks
4036518,Mark Halliley
1293153,Max Kolpé
1301500,阿瑟·米勒
1477717,维克多·艾里斯
1306426,保罗·格林格拉斯
2052298,朱拉·亚库比斯克
2052298,Karol Sidon
1326538,皮耶罗·特里尼
1326538,斯坦诺
10581620,Tamara Bos
1298271,Gérard Brach
1465471,维克多·斯约斯特洛姆
1465471,塞尔玛·拉格洛夫
1754812,三木克己
1754812,川端康成
1754812,西河克己
1296976,埃里克·侯麦
1303602,依田义贤
2053339,Ligiah Villalobos
1292830,艾尔玛·克洛斯 Elmar Klos
1292830,杨·卡达尔 Ján Kadár
1292830,拉吉斯拉夫·斯莫利亚克
1294516,Barbara Cartland
1294516,Terence Feely
1303087,塞基·鲍格农
1303087,安托万·图达尔
1303087,Bernard Eschassériaux
1297589,黑泽明
1297589,桥本忍
1297589,小国英雄
1297589,久板荣二郎
1297589,菊岛隆三
1303710,新藤兼人
1296482,玛琳·格里斯
1296344,马丁·罗森
1296344,Richard Adams
1304258,查理·考夫曼
1297601,理查德·拉索
1297601,罗伯特·本顿
1421742,克里夫·埃克斯顿
1421742,阿加莎·克里斯蒂
1302917,长谷部庆次
1302917,今村昌平
6839118,中村哲平
1293240,Burny Mattinson
1293240,Daniel P. Mannix
1293240,David Michener
2121871,山田洋次
1303174,安德热耶夫斯基
1303174,安杰依·瓦伊达
1295897,维姆·文德斯
1295897,彼得·凯里
1295897,索尔维格·多马尔坦
1295897,米歇尔·阿米瑞亚德
1293428,米开朗基罗·安东尼奥尼
1293428,Elio Bartolini
3326930,Özcan Alper
1818751,阿迪提亚·乔普拉
1306121,陈锦昌（Kam Cheong Chan）
1301923,琼恩·马西斯
1301923,埃里克·冯·施特罗海姆
1419984,让-克洛德·洛宗
1298312,弗里茨·朗
1298312,特娅·冯·哈堡
1293109,克日什托夫·基耶斯洛夫斯基
1293109,克日什托夫·皮耶谢维茨
1293157,大卫·M·埃文斯
1303077,黑泽明
1303077,小国英雄
1303077,桥本忍
1293321,罗伯托·罗西里尼
1293321,Sandro De Feo
1303598,新藤兼人
1303186,Ennio De Concini
1303186,皮亚托·杰米
1439560,本杰明·克里斯滕森
1299136,雷纳托·卡斯特拉尼
1299136,托尼诺·格拉
2063530,Catherine Linstrum
2063530,克里斯蒂安·内梅斯古
2063530,Tudor Voican
1929444,Olivier Dague
1929444,Isabelle Doval
1303080,米洛斯·福尔曼
1303080,雅罗斯拉夫·帕布塞科
1892333,前田顺之介
1892333,菅原比呂志
1432637,路易·马勒
1432637,帕特里克·莫迪亚诺
1295320,艾特·迪·彭吉云
1295320,Jérôme L'hotsky
1303289,詹姆斯·布里奇斯
1303289,小约翰·杰伊·奥斯本
2062564,永井愛(脚本)
2062564,栗良平(原作)
1297201,路易·马勒
1304254,Gilles Perrault
1304254,亨利·维尼尔
1297441,Mary Chase
1297441,Oscar Brodney
1304870,尤里·阿拉博夫
1296936,埃利达尔·梁赞诺夫
1296936,Emil Braginsky
1292851,Michael Shaara
1292851,罗纳德·F·麦克斯维尔
1304558,埃尔文·布鲁克斯·怀特
1304558,Earl Hamner Jr.
1292565,博登·蔡斯
1292565,查理斯·施内
1298487,山田洋次
1298487,森崎东
1308278,池田忠雄
1300614,Anatole de Grunwald
1300614,Cecil Lewis
1300614,萧伯纳
1440106,Ivan Chendej
1440106,Mikhaylo Kotsyubinsky
1301130,大宅壮一
1301130,桥本忍
1303362,Abe Burrows
1303362,卢·戴蒙德·菲利普斯
1303362,Jean-Pierre Grédy
1303362,I·A·L·戴蒙德
1438733,Jennifer Friedes
1438733,Sally Robinson
1298182,谢尔盖·爱森斯坦
1297440,Lanny Cotler
1308311,小津安二郎
1308311,池田忠雄
1308311,荒田正男
1308721,H.A.L. Craig
1308721,谢尔盖·邦达尔丘克
1438068,让-皮埃尔·梅尔维尔
1438068,乔斯·乔凡尼
1293835,Kenneth Ross
2380440,刘恒
2380440,张炭
2380440,杨阳
1947699,达芙妮·杜穆里埃
1947699,Arthur Hopcraft
1303609,中村努
1807990,手塚治虫
1807990,出崎統
1807990,冈本喜八
1294022,稻垣浩
1294022,伊丹万作
1294022,岩下俊作
1292671,迪戴尔·德科恩
1292671,彼德·卡索维茨
1299629,陈淑贤
1299629,罗志良
1299629,李仁港
2239222,Lindsey Hil
1302347,巴赫曼·戈巴迪
1758645,塞缪尔·贝克特
6129661,罗杰·萨金特
3722566,冲方丁
3390253,Jacques Dubuisson
3390253,Michel Fessler
3390253,Emmanuel Heymann
3390253,Patrick Straumann
1293745,伊丹十三
10455078,阿加莎·克里斯蒂
10455078,尼克·迪尔
1297476,萨莫尔·霍芬斯蒂安
1297476,沃尔特·瑞奇
3292168,Elif Ayan
3292168,李凡纳利
1309001,迈克·李
3336237,Lance Daly
1299257,罗伯托·罗西里尼
1299257,费德里科·费里尼
2150083,马特·格罗宁
2150083,大卫 X·科恩
2150083,Michael Rowe
1420116,卡尔·西奥多·德莱叶
1303512,Garry Michael White
1299122,Larry Clemmons
1299122,Vance Gerry
1299122,Ken Anderson
1299122,Frank Thomas
1299122,Eric Cleworth
1299122,Julius Svendsen
1299122,Ralph Wright
1299122,Tom McGowan
1299122,Tom Rowe
1306266,埃曼诺·奥尔米
4845397,黄丹
1306418,伊利·曼佐
1422055,贝拉·塔尔
1422055,拉斯洛·卡撒兹纳霍凯
1901771,柯内流·波蓝波宇
1302119,埃曼诺·奥尔米
1302119,Ettore Lombardo
1302321,特洛伊·肯尼迪-马丁
1305533,亚历山大·阿洛夫
1305533,弗拉基米尔·纳乌莫夫
1304711,荒井晴彦
1304711,泽井信一郎
1293529,布莱克·爱德华兹
1293529,Hans Hoemburg
1303687,汤姆·迪西罗
1296067,威廉姆·尼克尔森
1421676,孙师毅
1309002,Alexander Lindner
1309002,Klaus Baumgart
1309002,Michael Mädel
1300957,英格玛·伯格曼
6788731,Glenn Patterson
6788731,Colin Carberry
1475649,巴尔登·胡安·安东尼奥
1305567,铃木尚之
3286099,Andrea Levy
3286099,Paula Milne
1297024,格里高利·亚历山德罗夫
1297024,约翰·里德
1297024,谢尔盖·爱森斯坦
1306388,尤瑞克 保佳耶维奇 (Yurek Bogayevicz)
3080904,Bill Motz
3080904,Bob Roth
1305896,卡尔·西奥多·德莱叶
1305896,Poul Knudsen
1306847,法兰提塞·维拉席
1306847,法兰提塞·维拉席
1306847,弗拉季斯拉夫·万裘拉
1469497,保罗·考克斯
1301428,Calder Willingham
1452560,梅迪·夏夫
1394410,阿涅斯·瓦尔达
1440382,Juan Carlos Cremata Malberti
1440382,Manuel Rodríguez
1298340,莫里斯·恩格尔
1298340,雷·阿什利
1298340,鲁思·奥金
1299144,安东尼·明格拉
1303033,Fabio Rinaudo
1303033,朱塞佩·托纳多雷
3002616,哈罗德·梅德福
1302567,Andrzej Krakowski
1302567,亨利克·显克维奇
1302567,耶尔齐·霍夫曼
1295401,Mark Saltzman
1303042,埃纳尔·格维兹门松
1303042,Friðrik Þór Friðriksson
1449406,Massimo Cerofolini
1449406,Francesco Scardamaglia
1303089,艾根诺尔·因克鲁西
1303089,富里奥·斯卡派利
1293620,妮奧美·芳娜
1299677,Morton S. Fine
1299677,David Friedkin
1298485,斯蒂芬·科洛弗
2224967,俞钟
1299245,艾伯特·马尔茨
1299245,马尔文·沃尔德
1422299,Larry Strawther
1422299,Gary Murphy
1308628,艾力克·埃马纽埃尔·史密特
1308628,François Dupeyron
1307601,Martín Pavlovsky
1307601,费尔南多·索拉纳斯
1778678,杜丽鹃
1437013,皮埃尔·保罗·帕索里尼
1293893,Percy Heath
1293893,罗伯特·路易斯·史蒂文森
1293893,Samuel Hoffenstein
1304178,杜国威
1294609,Christopher De Vore
1294609,Eric Bergren
2050557,Esteban Sapir
1303064,伊斯特凡·萨博
1303064,Klaus Mann
1303064,Péter Dobai
1301217,让-吕克·戈达尔
2974293,玛兹嫣·玛克玛尔巴夫
1295786,Barry Hall
1295786,Guillermo Cain
1295786,Malcolm Hart (I)
1298415,阿瑟·柯南·道尔
1298415,T.R. Bowen
2150085,Michael Rowe
1441038,五味川纯平
1441038,小林正树
1441038,松山善三
1437432,桥本忍
1437432,群司次郎正
3279628,安东尼·阿斯奎斯
1298619,孙瑜
1298754,黑泽明
1298754,本多猪四郎
1298754,内田百闲
3153894,Bogdan Dumitrescu
1303043,德内克·斯维拉克
1850003,贝蒂·康登
1850003,Adolph Green
1292968,塔尔博特·詹宁斯
1292968,苔丝·施莱辛格
1292968,Claudine West
1292968,赛珍珠
1471410,博胡米尔·赫拉巴尔
1471410,伊利·曼佐
1862913,Gerald Durrell
1862913,Simon Nye
1294998,卡罗琳·汤普森
1294998,琳达·伍尔芙顿
1294998,Sheila Burnford
1440613,萨蒂亚吉特·雷伊
1292210,罗伯特·鲍特
1303377,阿基·考里斯马基
1305995,布雷梯斯拉夫·波杰
1305995,Jirí Fried
1292894,伍迪·艾伦
1306016,弗里茨·朗
1306016,Norbert Jacques
1306016,特娅·冯·哈堡
1292872,约翰·辛格顿
1421739,道格拉斯·沃特金森
1421739,阿加莎·克里斯蒂
1304763,泰伦斯·拉提根
1295778,约翰·高尔斯华绥
1295778,佩内洛普·莫蒂默
1293104,James Goldman
1294378,近松門左衛門
1294378,富岡多恵子
1294378,武満徹
1294378,篠田正浩
1353734,英格玛·伯格曼
3769466,莎莉·尼科尔斯
3769466,古斯塔沃·罗恩
1303023,Beth Serlin
1303023,卡洛琳·林克
1294681,肖洛霍夫
1294681,谢尔盖·格拉西莫夫
1301304,Georges Montforez
1301304,塞巴斯蒂安·雅普瑞索
1469239,路易·德·菲耐斯
1469239,Jean Girault
3989609,Guillaume Laurant
1302463,George Wells
1302463,Howard Fast
1440954,孙周
1440954,苗月
1506770,克里夫·埃克斯顿
1506770,阿加莎·克里斯蒂
1292853,英格玛·伯格曼
1303495,格里戈里·科尔图诺夫
1303495,鲍里斯·拉甫列涅夫
1308708,Mike Rich
2038228,柯琳娜·塞罗
1465938,新藤兼人
1305213,Eric Hughes
1305213,James Goldman
3240529,巴维尔·费尼
1421737,安东尼·赫洛维兹
1421737,阿加莎·克里斯蒂
1295538,鲍勃 康福特 (Bob Comfort)
1302766,田村孟
1302766,佐佐木守
1302766,深尾道典
1302766,大岛渚
1295740,Henri Laborit
1295740,让·格鲁沃尔
2216828,吴雪
2216828,陈戈
2216828,丁洪
2216828,戴碧湘
1304591,埃曼诺·奥尔米
1305620,Majid Majidi
1401521,寺山修司
1401521,岸田理生
1300510,佐々木守
1300510,大岛渚
1300510,田村孟 Takeshi Tamura
1421741,克里夫·埃克斯顿
1421741,阿加莎·克里斯蒂
1303337,Gia Badridze
1303337,莱蒙托夫
3195098,Frank McGuinness
1867888,特娅·冯·哈堡
1459515,黒土三男
1308461,裵鏞均
1293623,米开朗基罗·安东尼奥尼
