movie_id,region
1294371,United States of America_美国
1291585,Japan_日本
1292274,United States of America_美国
10808442,United States of America_美国
1858711,United States of America_美国
3068206,United States of America_美国
4286017,United States of America_美国
1291578,United States of America_美国
1297052,Japan_日本
6860160,United States of America_美国
6860160,United Kingdom_英国
1578507,United States of America_美国
1578507,Germany_德国
1293172,Italy_意大利
1293172,China_中国大陆
1293172,United Kingdom_英国
1293172,France_法国
1862151,China_中国大陆
1862151,China_香港
1291844,United States of America_美国
1291844,France_法国
1865703,Japan_日本
1937946,Japan_日本
1292217,France_法国
1292217,United States of America_美国
1292528,United Kingdom_英国
2300586,United States of America_美国
2213597,United States of America_美国
2213597,Germany_德国
2297265,Germany_德国
1397546,United Kingdom_英国
4848115,Japan_日本
1291557,China_香港
1291557,France_法国
4915857,United States of America_美国
1302827,United States of America_美国
1303394,China_香港
1297574,China_香港
1291822,United Kingdom_英国
1291822,South Africa_南非
1291822,Italy_意大利
1291822,United States of America_美国
1294240,United States of America_美国
1295865,United States of America_美国
1303037,China_台湾
1303037,United States of America_美国
1304102,United States of America_美国
1304102,Germany_德国
1304102,Czech Republic_捷克
1300992,United States of America_美国
1295409,China_香港
1395091,Japan_日本
5964718,Iran_伊朗
1295399,Japan_日本
1308817,France_法国
1308817,Belgium_比利时
1866479,United States of America_美国
1291879,Japan_日本
1388216,United States of America_美国
1388216,Germany_德国
1438652,United States of America_美国
1438652,Germany_德国
1306861,United States of America_美国
1305725,United States of America_美国
1305725,Germany_德国
1305725,United Kingdom_英国
1305690,China_香港
1292659,United States of America_美国
3073124,United Kingdom_英国
1308767,United States of America_美国
1308767,Germany_德国
1296909,France_法国
1296909,United Kingdom_英国
1419936,United States of America_美国
1419936,France_法国
1292287,China_香港
1292287,China_中国大陆
3007773,United Kingdom_英国
3007773,Germany_德国
3007773,France_法国
3007773,France_法国
1304073,South Korea_韩国
1307811,Japan_日本
2053515,Ireland_爱尔兰
1966182,United States of America_美国
1966182,New Zealand_新西兰
1302467,United States of America_美国
1302467,Australia_澳大利亚
1292062,United States of America_美国
1292270,United States of America_美国
3530403,Germany_德国
3530403,United States of America_美国
3530403,China_香港
1292233,United Kingdom_英国
1292233,United States of America_美国
1294638,United States of America_美国
1308575,China_台湾
1308575,France_法国
1300117,United States of America_美国
1291853,United States of America_美国
1291853,United Kingdom_英国
1291568,Japan_日本
1905462,United States of America_美国
3072086,United States of America_美国
4305436,China_香港
1293964,United States of America_美国
1959195,Japan_日本
1292214,Germany_德国
1292214,United States of America_美国
1308857,China_中国大陆
1308857,China_香港
3789848,United States of America_美国
6549903,United States of America_美国
2365260,Thailand_泰国
3993559,China_台湾
3217169,United States of America_美国
1292286,South Korea_韩国
3731581,United States of America_美国
6019180,South Korea_韩国
3205624,United States of America_美国
1867345,United States of America_美国
3824274,France_法国
3824274,Italy_意大利
1301171,United Kingdom_英国
1301171,United States of America_美国
2363506,India_印度
1298653,United States of America_美国
1292728,United States of America_美国
4798888,United States of America_美国
1299327,United States of America_美国
1428175,United States of America_美国
1428175,Germany_德国
11529526,China_中国大陆
11529526,China_香港
3649049,China_中国大陆
3649049,China_香港
1293181,United States of America_美国
5977835,China_香港
3793783,United States of America_美国
3793783,United Kingdom_英国
3824672,China_台湾
1293460,United States of America_美国
10535568,France_法国
10535568,Belgium_比利时
10535568,Spain_西班牙
10535568,Tunisia_突尼斯
1307106,China_香港
1482072,United States of America_美国
1482072,France_法国
1291992,United States of America_美国
1291992,France_法国
3233635,United States of America_美国
3168089,United States of America_美国
3168089,United Kingdom_英国
1300374,United States of America_美国
6537486,France_法国
4826419,South Korea_韩国
3726072,China_香港
3726072,China_中国大陆
3726072,China_台湾
1297478,Botswana_博茨瓦纳
1297478,South Africa_南非
1296753,United States of America_美国
1300960,France_法国
1300960,United States of America_美国
1300960,Italy_意大利
1308777,United States of America_美国
1300741,China_香港
3011308,United States of America_美国
3011308,Canada_加拿大
3011308,Germany_德国
3011308,France_法国
1292226,United States of America_美国
1292226,United Kingdom_英国
3006772,United States of America_美国
3006772,New Zealand_新西兰
3006772,Canada_加拿大
3006772,South Africa_南非
3734112,China_中国大陆
1292329,China_台湾
4876722,China_中国大陆
10574622,China_中国大陆
1302476,China_香港
1401118,Italy_意大利
1401118,Spain_西班牙
1401118,Germany_西德
1293908,United States of America_美国
1828115,United States of America_美国
1828115,China_中国大陆
1828115,China_台湾
2124586,France_法国
2124586,United States of America_美国
2124586,United Kingdom_英国
5908478,South Korea_韩国
1304141,United States of America_美国
1304141,Australia_澳大利亚
1301617,United States of America_美国
1293929,United States of America_美国
4191644,United States of America_美国
4191644,United Kingdom_英国
1308865,South Korea_韩国
3364223,Australia_澳大利亚
3364223,United States of America_美国
1297518,China_香港
